城北回龙观,1101001
岳各庄市场,1101002
北京新发地,1101003
北京光彩馆,1101004
北京八里桥,1101005
北京石门,1101009
北京大洋路,1101010
北京来广营,1101011
北京水屯,1101012
京锦绣大地,1101013
北京日上,1101014
玉泉路粮油,1101015
新发地双桥,1101017
北京盛华宏林,1101018
天津何庄子,1201001
天津大沙河,1201002
天津金钟,1201003
津北方生猪,1201004
津海鲜水产,1201005
津何肉市场,1201006
天津大白庄,1201007
天津红旗,1201008
天津当城,1201009
王顶堤水产,1201010
天津独流,1201011
天津韩家墅,1201013
天津范庄子,1202012
石家庄桥西,1301001
冀辛集禽蛋,1301003
河北高邑,1301008
河北赵县,1301014
河北无极,1301026
冀新乐花生,1301028
冀乐亭果菜,1302006
唐山荷花坑,1302019
青河沿果菜,1302022
唐山安各庄,1302024
秦皇岛海阳,1303004
秦皇岛昌黎,1303009
冀馆陶金凤,1304007
南大堡市场,1304010
冀魏县天仙,1304013
冀永年中原,1304025
冀威县瓜菜,1305020
河北保定,1306005
河北清苑,1306023
冀怀来京西,1307017
张北蔬菜城,1307029
冀承德围场,1308001
冀青县盘古,1309012
冀沧州红枣,1309027
河北固安,1310002
河北大厂,1310011
河北三河,1310018
河北大辛阁,1310021
河北饶阳,1311015
冀衡水东明,1311016
晋太原河西,1401001
晋太原晋祠,1401004
晋太原丈子头,1401022
晋九州农副,1401088
晋大同振华,1402003
晋阳泉菜果,1403019
晋长治紫坊,1404006
晋榆次东阳,1404015
晋金鑫瓜果,1404027
晋晋城绿欣,1405012
晋晋城绿盛,1405023
晋应县蔬菜,1406008
晋右玉玉羊,1406014
晋朔州大运,1406020
大运菜市场,1406028
晋太谷畜牧,1407002
晋和顺肉牛,1407017
汇隆农产品市场,1407025
晋新绛蔬菜,1408005
晋运城蔬菜,1408007
晋运城果品,1408009
晋稷山市场,1408021
晋五台东冶,1409016
晋忻州果菜,1409024
晋临汾尧丰,1410010
晋襄汾市场,1410011
晋孝义绿海,1423013
晋汾阳晋阳,1423018
晋吕梁离石,1423026
东瓦窑市场,1501001
呼市惠东,1501005
内蒙古美通,1501007
呼市馨方园,1501009
包头市友谊,1502003
包头裕丰,1502006
赤峰西城,1504002
通辽余粮堡,1505004
丰盛农产品物流园,1505018
内蒙古富兴,1506012
蒙三段地,1506016
满州里五兴,1507011
海拉尔新桥,1507017
蒙察右中旗,1526010
蒙兴和北兴,1526014
蒙四子王旗,1526015
蒙临河蔬菜,1528008
鸿鼎市场,1528013
沈阳十二线,2101000
沈阳张士,2101008
辽中农产品,2101009
沈阳南五,2101011
沈阳水产品,2101015
沈阳南二,2101017
辽盛发菜果,2101022
大连双兴,2102006
大连普兰店,2102007
大连果菜,2102020
大连水产品,2102721
辽宁南台,2103001
辽宁鞍山,2103013
北镇窟隆台,2107003
辽宁大石桥,2108014
阜新瑞轩蔬菜,2109019
辽阳万隆,2110016
辽宁凌源,2113010
辽宁北票,2113012
辽朝阳果菜,2113018
辽宁葫芦岛,2114004
长春蔬菜,2201001
吉林江山,2201004
长春果品,2201009
吉林桦皮厂,2202006
吉林贸发,2204007
吉林四季春,2207005
吉林三井子,2207008
吉林白城,2208002
吉林延吉,2224003
哈尔滨蔬菜,2301001
哈尔滨新发,2301008
哈尔滨地利,2301011
北大荒粮油,2301013
齐齐哈尔,2302002
黑龙江鸡西,2303007
黑龙江鹤岗,2304010
鹤岗万圃源,2304012
佳木斯蔬菜,2308006
绥芬河果菜,2310003
牡丹江地利,2310004
黑龙江庆安,2312009
上海曹安,3101001
曹安四平,3101002
上海光彩,3101003
上海农产品,3101004
上海商城,3101005
上海江桥,3101006
南京紫金山,3201001
南京白云亭,3201002
苏应天水产,3201024
南京农贸,3201025
苏高淳水产,3201026
苏众彩物流,3201027
南京惠民桥,3201028
江苏宜兴,3202006
无锡朝阳,3202014
无锡天鹏,3202023
江苏沛县,3203003
江苏淮海,3203005
徐州七里沟,3203007
江苏丰县,3203008
江苏铜山,3203009
苏新城农批,3203029
江苏凌家塘,3204010
江苏常州,3204013
苏州南环桥,3205012
苏海安禽蛋,3206011
江苏连云港,3207017
江苏涟水,3208004
苏淮安清江,3208020
江苏古河,3209018
苏建湖水产,3209022
苏扬州联谊,3210015
江苏苏中,3212019
苏兴化粮食,3212021
江苏宿迁,3213016
杭州肉类,3301001
浙杭州良渚,3301003
杭州农产品,3301006
浙江农都,3301012
浙江杭州,3301019
浙皖农贸城,3301022
浙宁波蔬菜,3302002
浙江石浦,3302014
浙宁波江北,3302025
温州菜篮子,3303007
浙南水产品,3303015
浙南农产品,3303016
浙嘉善浙北,3304004
浙嘉兴水果,3304005
浙嘉兴蔬菜,3304009
浙江长兴,3305020
浙江绍兴,3306010
浙江嵊州,3306018
金华农产品,3307008
义乌农贸城,3307011
浙中农副市场,3307012
浙衢州粮食,3308023
浙鼎顺蔬菜,3308024
舟山水产,3309001
浙江黄岩,3310006
浙江庆元,3311017
合肥坝上街,3401001
合肥周谷堆,3401004
安徽蚌埠,3403006
蚌埠海吉星,3403007
淮南人民路,3404019
安徽马鞍山,3405013
马鞍山安民,3405020
皖濉溪蔬菜,3406014
皖淮北中瑞,3406021
皖五松市场,3407016
安徽安庆,3408007
皖祁门阊江,3410022
皖滁州凤凰,3411015
安徽阜阳农批,3412009
皖北蔬菜,3413012
惠丰批发市场,3413023
安徽和县,3414003
无为水产品,3414017
安徽舒城,3415005
裕安紫竹林,3415018
安徽亳州,3416002
安徽东至,3417011
安徽宣州,3418008
皖宣州畜禽,3418010
闽海峡蔬菜,3501001
闽福州水产,3501006
闽厦门蔬菜,3502002
闽南果蔬,3502003
闽厦门禽蛋,3502011
石狮农产品,3505007
石狮水产品,3505012
闽龙岩花生,3508008
福建龙岩,3508010
古田食用菌,3509004
闽福鼎农贸,3509009
江西南昌,3601001
南昌贤士湖,3601005
南昌农产品,3601006
赣南昌生猪,3601009
江西禽蛋,3601014
江西乐平,3602002
江西萍乡,3603012
赣九江琵琶湖,3604003
赣南方粮食,3604017
江西鹰潭,3606015
余江花生,3606019
赣州南北,3607010
江西永丰,3608007
江西高安,3609013
赣南丰桔都,3610011
江西西商苑,3611004
江西上饶,3611008
上饶农产品,3611016
鄱阳湖水产,3611017
济南七里堡,3701001
山东章丘,3701002
鲁平安肉类,3701017
济南堤口果品,3701053
青岛抚顺路,3702004
鲁七级生猪,3702014
青岛东庄头,3702015
青岛华中,3702029
青岛广饶,3702034
青岛城阳,3702040
鲁青岛南村,3702048
鲁胶州蔬菜,3702051
鲁胶州沙梁,3702052
青岛黄河路,3702056
山东沂源,3703009
山东临滋,3703023
山东淄博鲁中,3703028
鲁淄博果品,3703045
鲁滕州级索,3704020
滕州农副产品,3704035
广饶西营,3705013
鲁广饶西营,3705016
山东东营,3705018
烟台白石路,3706005
烟台蛇窝,3706026
山东龙口,3706038
山东寿光,3707003
山东安丘,3707027
山东青州,3707054
寿光物流园,3707056
山东济宁,3708011
凯盛物流园,3708012
鲁金乡大蒜,3708022
山东东平,3709007
泰安良庄,3709008
山东肥城,3709012
山东泰山,3709025
鲁宁阳白马,3709030
山东新泰,3709031
威海农批市场,3710036
威海水产品,3710049
山东莒县,3711019
山东临沂,3713021
鲁南蔬菜,3713024
鲁苍山蔬菜,3713039
德州黑马,3714010
山东平原,3714024
山东郯城,3714033
平原王杲铺,3714042
山东宁津,3714044
山东临邑,3714050
山东聊城,3715006
鲁冠县社庄,3715032
山东莘县,3715043
鲁永安蔬菜,3715057
山东邹平,3716046
鲁滨州六街,3716047
鲁滨州海蜇,3716055
山东单县,3717037
郑州陈砦,4101004
郑州毛庄,4101009
郑州柳林,4101014
豫万邦国际,4101016
豫中牟大蒜,4101022
洛阳蔬菜,4103002
洛阳菜果,4103015
豫洛阳中原,4103024
河南安阳,4105006
豫钜桥瓜菜,4106019
豫善堂双庙,4106020
河南新乡,4107021
朱召大市场,4107029
河南驴行家,4108018
豫焦作农副,4108023
河南濮阳,4109008
许昌群发,4110003
漯河农批,4111010
三门峡原店,4112011
三门峡苹果,4112030
河南新野,4113001
豫西峡双龙,4113025
豫南阳果品,4113026
豫西南杂果,4113027
豫淅川香花,4113028
河南商丘,4114005
商丘农产品,4114007
豫信花生,4115013
河南扶沟,4116017
河南汝南,4117012
河南周口黄淮,4127031
武汉武泰闸,4201001
武汉皇经堂,4201002
湖北武汉,4201004
武汉白沙洲,4201015
黄石农产品,4202006
鄂十堰神定河,4203011
鄂宜昌金桥,4205005
鄂襄樊蔬菜,4206018
湖北襄阳,4206020
鄂州蟠龙,4207008
鄂安陆富丽,4209009
鄂孝感南大,4209012
荆州农贸,4210003
鄂洪湖农贸,4210014
鄂荆州监利,4210016
鄂两湖平原,4210019
鄂洪湖闽洪,4210021
两湖绿谷,4210022
鄂黄商集团,4211007
湖北浠水,4211010
官坡大市场,4228017
四季友农贸城,4290013
长沙马王堆,4301001
湖南宁乡,4301005
湘红星市场,4301007
湖南株洲,4302004
湘株洲果品,4302011
湖南湘潭,4303013
湘衡阳西园,4304008
湘邵阳江北,4305012
岳阳花板桥,4306002
常德甘露寺,4307003
常德市牲猪,4307014
湖南慈利,4308006
湘益阳团洲,4309010
湖南吉首,4331009
广州白云山,4401001
广州江南果菜,4401008
运城市场,4401020
深圳布吉,4403002
粤深圳福田,4403009
广东汕头,4405007
广东南海,4406005
佛山中南市场,4406006
广东佛山,4406014
粤江门水产,4407006
粤江门水果,4407018
广东湛江,4408003
粤西农批,4409022
广东汕尾,4415010
粤沙扒水产,4417013
东莞果菜,4419004
大京九农批,4419019
粤潮州枫春,4451012
广东普宁,4452011
桂南宁果菜,4501001
南宁五里亭,4501002
广西武鸣,4501006
广西新柳邕,4502004
桂林八里街,4503007
广西灵山,4507005
广西田阳,4510003
海南海口,4601001
亚物海南,4601004
海口南北市场,4601005
琼海农产品,4690002
琼乐东大地,4690003
重庆杨家坪,5001002
重庆观农贸,5001003
重庆南岸,5001017
三峡蔬菜,5001019
重庆双桂,5002018
重庆双福,5003004
重庆永川,5003007
川成都农副,5101001
川成都禽蛋,5101004
川彭州蔬菜,5101006
成都唐家寺,5101009
成都农产品,5101012
川成都聚和,5101022
川唐昌蔬菜,5101024
丰碑合作社,5101030
川国际农产品,5101231
川泸州仔猪,5105005
川广汉禽苗,5106020
川绵阳高水,5107023
川江油仔猪,5107027
川鸿通市场,5107028
川广元川北,5108025
川广元资博,5108032
川隆昌禽苗,5110010
川南充川北,5113014
川北家禽,5113021
川宜宾西郊,5115011
川武胜仔猪,5116013
川广安邻水,5116029
四川塔沱市场,5117026
川九襄市场,5118016
川会东牲畜,5134015
川凉山土豆,5134028
川西昌广平,5134029
贵州贵阳,5201001
贵阳地利,5201002
贵州三桥,5201006
黔虾子辣椒,5203003
遵义坪丰,5203011
遵义金土地,5203012
贵州关岭,5204005
黔安顺肉牛,5204010
贵州玉屏,5222007
黔东农产品,5226008
贵黔东精米,5226009
贵州罗甸,5227004
昆明呈贡,5301001
云南寻甸,5301005
云华潮水产,5301010
云南师宗,5303001
云南宣威,5303006
云南通海,5304002
云南滇中,5304008
云南保山,5305007
云南元谋,5323009
云南滇西,5329003
拉萨农贸,5401001
西安胡家庙,6101001
胡家庙水产,6101003
西安新土门,6101007
陕西西安,6101008
西安朱雀,6101012
西部欣桥,6101013
西安德鑫市场,6101014
宝鸡果蔬,6103006
陕西宝鸡,6103010
陕西云阳,6104004
咸阳新阳光,6104009
陕蒲城祥塬,6105011
陕西甘泉,6106005
汉中过街楼,6107002
兰州张苏滩,6201001
甘永登大同,6201009
甘皋兰百信,6201012
兰州大青山,6201017
甘肃靖远,6204002
甘肃秦安,6205004
甘天水瀛池,6205007
甘武山蔬菜,6205008
甘谷市建,6205015
甘武威凉州,6206010
金张掖巷道,6207006
甘敦煌鸣山,6209005
甘酒泉春光,6209016
甘肃腾胜,6211003
甘肃定西,6211013
陇西清吉,6211014
甘临夏市场,6229011
青海西宁,6301001
西宁交通巷,6301002
西宁曹家寨,6301004
青仁杰粮油,6301006
青海青藏高原,6301007
青海百德,6301010
青海乐都,6321003
银川北环,6401001
宁夏涝河桥,6401005
宁夏中卫,6403003
宁夏中宁,6403004
宁吴忠鑫鲜,6403006
宁西吉将台,6404007
新疆肉类,6501001
新疆北园春,6501002
新疆凌庆,6501003
新疆九鼎,6501025
新克拉玛依,6502018
新疆乌尔禾,6502019
吐鲁番市场,6521007
新疆哈密,6522009
新疆通汇,6523004
新疆昌吉,6523005
新疆托里,6527006
新三和市场,6527017
新疆红辣椒,6528014
库尔勒孔雀,6528021
新焉耆光明,6528023
新疆喀什,6531010
新疏附农产,6531011
新疆伽师瓜,6531012
新疆叶城,6531013
伊犁66团,6540015
伊犁62团,6540020
新黎明农贸,6542008
新疆北屯,6543022
新疆绿珠九鼎,6590016
西部牧业,6590024
